Kraków_City,Warszawa_City,Poznañ_City,floor,rooms,sq,year
1.00,0.00,0.00,4.00,2.00,41.50,2015.00
1.00,0.00,0.00,9.00,2.00,45.19,2019.00
1.00,0.00,0.00,3.00,1.00,26.01,2020.00
0.00,0.00,1.00,2.00,1.00,21.00,1960.00
0.00,0.00,1.00,2.00,1.00,35.00,2021.00
1.00,0.00,0.00,1.00,4.00,75.76,2022.00
0.00,0.00,1.00,1.00,2.00,38.04,2017.00
0.00,1.00,0.00,2.00,4.00,126.00,1908.00
0.00,0.00,1.00,2.00,3.00,81.00,2008.00
1.00,0.00,0.00,7.00,3.00,74.26,2010.00
1.00,0.00,0.00,1.00,2.00,55.00,1930.00
0.00,0.00,1.00,1.00,6.00,145.00,1999.00
0.00,0.00,1.00,1.00,2.00,43.70,2001.00
0.00,0.00,1.00,1.00,1.00,26.44,2021.00
1.00,0.00,0.00,1.00,1.00,27.92,2021.00
0.00,0.00,1.00,5.00,2.00,53.00,1980.00
0.00,0.00,1.00,10.00,4.00,160.10,2017.00
0.00,0.00,1.00,3.00,4.00,79.41,2022.00
0.00,1.00,0.00,3.00,3.00,64.80,1980.00
0.00,0.00,1.00,0.00,2.00,43.00,2017.00
0.00,1.00,0.00,3.00,3.00,68.73,2020.00
1.00,0.00,0.00,3.00,3.00,75.10,2002.00
1.00,0.00,0.00,3.00,3.00,54.80,2010.00
0.00,0.00,1.00,0.00,2.00,47.00,2003.00
1.00,0.00,0.00,0.00,2.00,47.50,2005.00
0.00,1.00,0.00,4.00,4.00,68.10,1973.00
0.00,0.00,1.00,3.00,2.00,30.04,2022.00
1.00,0.00,0.00,7.00,3.00,60.16,2021.00
0.00,1.00,0.00,1.00,4.00,8065.00,2021.00
0.00,0.00,1.00,2.00,2.00,31.00,1976.00
1.00,0.00,0.00,3.00,2.00,45.00,2015.00
0.00,0.00,1.00,6.00,4.00,99.56,2022.00
1.00,0.00,0.00,3.00,3.00,53.96,2020.00
0.00,1.00,0.00,2.00,2.00,40.01,2022.00
1.00,0.00,0.00,2.00,2.00,46.12,2020.00
0.00,0.00,1.00,3.00,3.00,83.69,2013.00
0.00,1.00,0.00,0.00,4.00,146.50,1995.00
0.00,0.00,1.00,10.00,3.00,93.51,2021.00
1.00,0.00,0.00,3.00,1.00,23.75,2020.00
1.00,0.00,0.00,2.00,2.00,52.00,1980.00
1.00,0.00,0.00,2.00,3.00,58.00,1900.00
0.00,0.00,1.00,7.00,2.00,53.00,1950.00
0.00,0.00,1.00,1.00,4.00,116.50,2008.00
0.00,0.00,1.00,1.00,2.00,59.24,2003.00
0.00,0.00,1.00,5.00,1.00,30.75,2022.00
1.00,0.00,0.00,4.00,3.00,66.00,2020.00
0.00,0.00,1.00,3.00,3.00,69.00,2001.00
0.00,0.00,1.00,2.00,2.00,53.57,2022.00
1.00,0.00,0.00,3.00,3.00,71.70,1999.00
1.00,0.00,0.00,4.00,2.00,31.37,2020.00
0.00,0.00,1.00,3.00,2.00,58.00,2005.00
0.00,0.00,1.00,3.00,3.00,79.00,1938.00
1.00,0.00,0.00,4.00,1.00,27.30,2021.00
1.00,0.00,0.00,0.00,3.00,61.64,2022.00
0.00,1.00,0.00,0.00,5.00,107.00,2020.00
1.00,0.00,0.00,1.00,3.00,68.02,2021.00
0.00,0.00,1.00,0.00,3.00,55.00,1970.00
0.00,0.00,1.00,0.00,3.00,56.61,2022.00
1.00,0.00,0.00,2.00,3.00,43.44,2020.00
0.00,0.00,1.00,5.00,2.00,50.35,1958.00
1.00,0.00,0.00,4.00,2.00,49.39,1975.00
1.00,0.00,0.00,2.00,2.00,60.00,2008.00
1.00,0.00,0.00,2.00,4.00,98.00,1937.00
1.00,0.00,0.00,0.00,2.00,48.32,1958.00
0.00,0.00,1.00,0.00,1.00,53.10,1938.00
0.00,1.00,0.00,5.00,2.00,48.80,2020.00
1.00,0.00,0.00,1.00,2.00,31.46,2022.00
0.00,0.00,1.00,10.00,1.00,27.50,2021.00
0.00,0.00,1.00,0.00,2.00,44.00,1980.00
1.00,0.00,0.00,1.00,3.00,75.55,2020.00
0.00,1.00,0.00,0.00,4.00,87.28,2021.00
0.00,1.00,0.00,0.00,2.00,34.60,1900.00
1.00,0.00,0.00,4.00,3.00,71.93,1950.00
0.00,0.00,1.00,2.00,3.00,78.75,2022.00
0.00,0.00,1.00,5.00,1.00,47.35,2021.00
0.00,0.00,1.00,2.00,4.00,70.37,2022.00
0.00,0.00,1.00,1.00,2.00,44.23,2022.00
1.00,0.00,0.00,3.00,2.00,33.00,2015.00
1.00,0.00,0.00,3.00,2.00,48.69,1966.00
1.00,0.00,0.00,4.00,2.00,41.63,2017.00
1.00,0.00,0.00,2.00,1.00,29.80,1970.00
0.00,0.00,1.00,10.00,2.00,46.00,2010.00
0.00,0.00,1.00,2.00,2.00,56.40,2008.00
1.00,0.00,0.00,1.00,3.00,64.89,2021.00
1.00,0.00,0.00,2.00,3.00,51.00,2020.00
0.00,0.00,1.00,6.00,4.00,68.57,2020.00
0.00,0.00,1.00,0.00,2.00,51.82,2015.00
1.00,0.00,0.00,3.00,1.00,16.26,2006.00
0.00,0.00,1.00,6.00,2.00,50.56,2019.00
1.00,0.00,0.00,0.00,2.00,46.00,1950.00
1.00,0.00,0.00,2.00,3.00,96.00,1905.00
0.00,0.00,1.00,2.00,2.00,38.00,1970.00
0.00,0.00,1.00,5.00,4.00,72.05,2020.00
0.00,1.00,0.00,1.00,3.00,176.26,1905.00
0.00,0.00,1.00,0.00,4.00,120.00,2021.00
1.00,0.00,0.00,3.00,2.00,37.00,2019.00
0.00,1.00,0.00,2.00,2.00,43.00,2019.00
0.00,0.00,1.00,5.00,2.00,38.00,1976.00
1.00,0.00,0.00,3.00,1.00,29.76,2020.00
0.00,0.00,1.00,4.00,4.00,85.80,1984.00
1.00,0.00,0.00,2.00,1.00,14.03,1886.00
1.00,0.00,0.00,6.00,2.00,49.08,2019.00
1.00,0.00,0.00,9.00,1.00,39.00,2015.00
1.00,0.00,0.00,1.00,2.00,46.08,2020.00
0.00,0.00,1.00,1.00,2.00,40.33,1938.00
0.00,0.00,1.00,10.00,3.00,57.00,1970.00
0.00,1.00,0.00,5.00,2.00,70.90,2020.00
0.00,1.00,0.00,1.00,4.00,76.51,2021.00
0.00,0.00,1.00,2.00,4.00,113.00,1993.00
0.00,0.00,1.00,10.00,3.00,135.00,2014.00
1.00,0.00,0.00,8.00,2.00,46.67,2022.00
0.00,0.00,1.00,1.00,2.00,60.88,2007.00
0.00,0.00,1.00,2.00,2.00,56.90,2000.00
0.00,1.00,0.00,2.00,2.00,45.48,2021.00
1.00,0.00,0.00,0.00,3.00,54.00,2020.00
1.00,0.00,0.00,3.00,3.00,57.36,2021.00
1.00,0.00,0.00,3.00,2.00,33.49,2022.00
0.00,0.00,1.00,7.00,3.00,64.00,2009.00
0.00,1.00,0.00,3.00,1.00,26.00,1930.00
0.00,0.00,1.00,8.00,1.00,27.56,2019.00
0.00,0.00,1.00,5.00,4.00,89.00,2008.00
0.00,1.00,0.00,3.00,3.00,50.67,2022.00
1.00,0.00,0.00,1.00,3.00,54.61,2020.00
0.00,1.00,0.00,2.00,4.00,91.04,2020.00
1.00,0.00,0.00,3.00,2.00,50.00,2003.00
0.00,1.00,0.00,3.00,4.00,77.78,2022.00
0.00,0.00,1.00,3.00,3.00,63.00,1995.00
1.00,0.00,0.00,1.00,2.00,37.40,1900.00
0.00,0.00,1.00,2.00,2.00,52.05,1936.00
0.00,0.00,1.00,1.00,2.00,61.00,2008.00
1.00,0.00,0.00,0.00,2.00,45.14,2021.00
1.00,0.00,0.00,3.00,3.00,67.85,2020.00
1.00,0.00,0.00,1.00,2.00,36.50,2017.00
0.00,0.00,1.00,10.00,4.00,160.00,2016.00
1.00,0.00,0.00,8.00,2.00,46.70,2021.00
0.00,0.00,1.00,10.00,2.00,45.38,2023.00
1.00,0.00,0.00,2.00,1.00,28.53,2019.00
1.00,0.00,0.00,2.00,1.00,33.74,2020.00
0.00,1.00,0.00,3.00,2.00,50.12,2020.00
0.00,0.00,1.00,10.00,3.00,60.00,1977.00
1.00,0.00,0.00,8.00,3.00,74.37,2021.00
0.00,0.00,1.00,1.00,2.00,53.85,2021.00
0.00,0.00,1.00,1.00,2.00,43.00,1935.00
1.00,0.00,0.00,10.00,3.00,45.00,1976.00
1.00,0.00,0.00,3.00,2.00,31.18,2022.00
0.00,0.00,1.00,4.00,2.00,51.95,2022.00
1.00,0.00,0.00,2.00,4.00,72.19,2021.00
0.00,0.00,1.00,1.00,5.00,169.40,1930.00
0.00,0.00,1.00,2.00,3.00,61.00,1976.00
1.00,0.00,0.00,3.00,2.00,48.28,2020.00
1.00,0.00,0.00,3.00,2.00,48.00,1975.00
1.00,0.00,0.00,0.00,3.00,66.91,2022.00
1.00,0.00,0.00,7.00,4.00,70.40,1980.00
0.00,0.00,1.00,2.00,4.00,138.00,1924.00
1.00,0.00,0.00,3.00,1.00,28.42,1930.00
0.00,0.00,1.00,2.00,4.00,118.00,2019.00
0.00,1.00,0.00,1.00,1.00,34.66,2021.00
1.00,0.00,0.00,1.00,2.00,49.52,2022.00
0.00,0.00,1.00,5.00,1.00,37.14,2021.00
1.00,0.00,0.00,7.00,2.00,44.07,2020.00
0.00,0.00,1.00,0.00,6.00,186.00,1999.00
0.00,1.00,0.00,0.00,1.00,30.24,2022.00
0.00,0.00,1.00,6.00,2.00,39.00,1975.00
0.00,1.00,0.00,10.00,3.00,54.70,1970.00
1.00,0.00,0.00,4.00,3.00,45.00,2021.00
1.00,0.00,0.00,9.00,4.00,97.02,2021.00
0.00,0.00,1.00,9.00,2.00,41.30,1972.00
1.00,0.00,0.00,4.00,2.00,42.30,2021.00
0.00,1.00,0.00,4.00,2.00,52.82,2019.00
0.00,0.00,1.00,0.00,2.00,51.00,1994.00
0.00,0.00,1.00,7.00,3.00,50.00,1978.00
1.00,0.00,0.00,7.00,2.00,48.00,2015.00
1.00,0.00,0.00,1.00,2.00,55.12,2011.00
1.00,0.00,0.00,9.00,2.00,51.30,2019.00
0.00,0.00,1.00,2.00,1.00,32.00,1956.00
1.00,0.00,0.00,1.00,2.00,50.00,2005.00
0.00,1.00,0.00,0.00,2.00,44.39,2022.00
0.00,1.00,0.00,3.00,2.00,41.20,2020.00
0.00,0.00,1.00,3.00,3.00,48.80,2002.00
0.00,1.00,0.00,2.00,3.00,55.00,2020.00
0.00,0.00,1.00,1.00,3.00,67.00,2015.00
0.00,0.00,1.00,10.00,1.00,20.00,2021.00
0.00,0.00,1.00,0.00,3.00,68.90,1980.00
0.00,0.00,1.00,3.00,4.00,71.02,2002.00
0.00,0.00,1.00,4.00,4.00,75.30,2022.00
0.00,1.00,0.00,5.00,2.00,53.70,2020.00
0.00,1.00,0.00,7.00,2.00,36.50,2021.00
1.00,0.00,0.00,3.00,2.00,40.73,2022.00
0.00,0.00,1.00,0.00,2.00,45.00,2020.00
1.00,0.00,0.00,3.00,2.00,44.25,2021.00
1.00,0.00,0.00,1.00,3.00,64.52,2022.00
0.00,0.00,1.00,1.00,4.00,70.20,1976.00
0.00,1.00,0.00,0.00,2.00,49.56,2022.00
0.00,0.00,1.00,3.00,3.00,61.51,2020.00
1.00,0.00,0.00,3.00,3.00,50.45,2023.00
1.00,0.00,0.00,4.00,3.00,74.37,2021.00
1.00,0.00,0.00,5.00,2.00,49.00,2015.00
0.00,0.00,1.00,5.00,4.00,67.09,2022.00
0.00,0.00,1.00,1.00,3.00,85.00,1952.00
0.00,1.00,0.00,1.00,2.00,41.01,2020.00
0.00,0.00,1.00,4.00,3.00,80.00,2009.00
0.00,0.00,1.00,1.00,5.00,154.00,2019.00
1.00,0.00,0.00,5.00,3.00,57.10,2021.00
0.00,1.00,0.00,0.00,2.00,30.18,1920.00
1.00,0.00,0.00,0.00,2.00,44.72,2021.00
1.00,0.00,0.00,3.00,1.00,34.00,2020.00
0.00,0.00,1.00,1.00,3.00,61.00,2021.00
0.00,0.00,1.00,1.00,2.00,53.00,1990.00
0.00,0.00,1.00,3.00,2.00,55.55,2021.00
1.00,0.00,0.00,1.00,3.00,63.20,2020.00
1.00,0.00,0.00,0.00,2.00,47.80,2000.00
1.00,0.00,0.00,6.00,2.00,49.00,2019.00
0.00,1.00,0.00,4.00,3.00,69.16,1993.00
0.00,0.00,1.00,0.00,1.00,33.76,2020.00
1.00,0.00,0.00,9.00,3.00,75.84,2022.00
0.00,0.00,1.00,10.00,3.00,53.84,1973.00
0.00,0.00,1.00,7.00,3.00,54.00,1976.00
0.00,0.00,1.00,5.00,3.00,54.50,1964.00
1.00,0.00,0.00,6.00,2.00,40.78,2020.00
1.00,0.00,0.00,0.00,4.00,72.00,1992.00
1.00,0.00,0.00,3.00,3.00,56.94,2022.00
0.00,0.00,1.00,3.00,2.00,41.00,2008.00
0.00,0.00,1.00,2.00,2.00,54.00,1961.00
0.00,1.00,0.00,3.00,2.00,50.87,1905.00
0.00,1.00,0.00,1.00,3.00,65.49,2021.00
0.00,0.00,1.00,2.00,2.00,45.00,2020.00
1.00,0.00,0.00,7.00,2.00,40.79,2021.00
0.00,1.00,0.00,0.00,3.00,50.00,2019.00
1.00,0.00,0.00,0.00,2.00,38.47,2020.00
0.00,0.00,1.00,2.00,3.00,57.30,2021.00
1.00,0.00,0.00,2.00,3.00,59.81,2016.00
1.00,0.00,0.00,0.00,2.00,37.20,2013.00
0.00,1.00,0.00,2.00,2.00,50.21,2020.00
1.00,0.00,0.00,0.00,4.00,61.52,2021.00
1.00,0.00,0.00,3.00,3.00,53.00,1975.00
0.00,0.00,1.00,0.00,2.00,49.97,2022.00
0.00,1.00,0.00,1.00,2.00,47.67,2022.00
1.00,0.00,0.00,1.00,2.00,56.00,1990.00
0.00,1.00,0.00,0.00,2.00,43.00,2007.00
0.00,0.00,1.00,10.00,3.00,51.00,1972.00
1.00,0.00,0.00,4.00,2.00,66.00,1937.00
1.00,0.00,0.00,3.00,3.00,53.00,1920.00
0.00,0.00,1.00,10.00,4.00,63.00,1976.00
0.00,0.00,1.00,1.00,3.00,64.95,2021.00
0.00,0.00,1.00,2.00,4.00,91.06,2021.00
0.00,1.00,0.00,3.00,2.00,53.09,2013.00
1.00,0.00,0.00,2.00,1.00,26.65,2018.00
1.00,0.00,0.00,1.00,2.00,56.34,2021.00
0.00,1.00,0.00,6.00,3.00,58.10,1975.00
1.00,0.00,0.00,4.00,4.00,83.00,1968.00
0.00,0.00,1.00,1.00,2.00,51.00,1952.00
0.00,0.00,1.00,2.00,1.00,27.82,2022.00
1.00,0.00,0.00,3.00,3.00,50.00,1968.00
1.00,0.00,0.00,7.00,4.00,70.00,1980.00
1.00,0.00,0.00,1.00,3.00,66.00,2005.00
1.00,0.00,0.00,5.00,3.00,80.00,2008.00
0.00,1.00,0.00,2.00,2.00,50.06,2020.00
0.00,0.00,1.00,4.00,4.00,8.80,2019.00
1.00,0.00,0.00,5.00,3.00,74.42,2021.00
0.00,0.00,1.00,5.00,2.00,37.00,1970.00
0.00,0.00,1.00,5.00,2.00,60.00,1931.00
0.00,0.00,1.00,8.00,2.00,51.00,2008.00
0.00,1.00,0.00,4.00,3.00,66.67,2020.00
0.00,0.00,1.00,2.00,2.00,50.52,2021.00
0.00,0.00,1.00,0.00,2.00,39.62,2020.00
0.00,1.00,0.00,1.00,1.00,26.81,2022.00
0.00,0.00,1.00,0.00,4.00,76.60,2002.00
0.00,1.00,0.00,1.00,4.00,70.62,2021.00
1.00,0.00,0.00,3.00,2.00,36.90,2021.00
1.00,0.00,0.00,2.00,3.00,54.38,2005.00
0.00,0.00,1.00,5.00,2.00,48.00,1976.00
1.00,0.00,0.00,1.00,5.00,93.00,1925.00
1.00,0.00,0.00,4.00,3.00,79.00,1998.00
0.00,1.00,0.00,5.00,2.00,42.94,2022.00
1.00,0.00,0.00,3.00,3.00,75.10,2021.00
0.00,0.00,1.00,8.00,2.00,37.50,1965.00
0.00,0.00,1.00,3.00,3.00,53.00,1950.00
1.00,0.00,0.00,1.00,4.00,125.62,2020.00
0.00,0.00,1.00,2.00,2.00,50.00,2007.00
1.00,0.00,0.00,10.00,3.00,58.51,1980.00
0.00,0.00,1.00,2.00,2.00,50.00,2006.00
0.00,0.00,1.00,2.00,3.00,90.00,2004.00
0.00,0.00,1.00,5.00,2.00,46.40,1975.00
1.00,0.00,0.00,8.00,2.00,44.99,2020.00
0.00,0.00,1.00,2.00,3.00,62.61,2021.00
1.00,0.00,0.00,2.00,3.00,60.00,2016.00
1.00,0.00,0.00,0.00,2.00,45.00,2002.00
0.00,1.00,0.00,3.00,1.00,32.00,2007.00
1.00,0.00,0.00,0.00,2.00,54.00,2001.00
1.00,0.00,0.00,2.00,1.00,35.35,2021.00
1.00,0.00,0.00,3.00,3.00,54.00,2018.00
0.00,1.00,0.00,2.00,1.00,32.87,2020.00
0.00,0.00,1.00,0.00,3.00,77.90,2009.00
1.00,0.00,0.00,1.00,3.00,53.58,2020.00
1.00,0.00,0.00,1.00,4.00,88.73,2021.00
0.00,0.00,1.00,4.00,3.00,91.00,2003.00
0.00,0.00,1.00,10.00,1.00,26.90,1980.00
1.00,0.00,0.00,1.00,3.00,61.13,2020.00
1.00,0.00,0.00,0.00,4.00,70.38,2022.00
0.00,0.00,1.00,6.00,1.00,35.01,2000.00
1.00,0.00,0.00,2.00,2.00,56.02,2012.00
0.00,1.00,0.00,1.00,4.00,85.80,2022.00
1.00,0.00,0.00,2.00,3.00,69.00,1914.00
1.00,0.00,0.00,2.00,2.00,53.68,1912.00
1.00,0.00,0.00,4.00,2.00,51.00,1956.00
0.00,0.00,1.00,1.00,3.00,61.00,2021.00
1.00,0.00,0.00,4.00,3.00,46.50,1979.00
1.00,0.00,0.00,4.00,4.00,81.50,2000.00
0.00,0.00,1.00,5.00,3.00,57.00,1974.00
0.00,0.00,1.00,0.00,3.00,59.00,2021.00
0.00,0.00,1.00,3.00,4.00,98.50,1997.00
1.00,0.00,0.00,2.00,1.00,16.67,2021.00
0.00,0.00,1.00,3.00,2.00,54.00,2018.00
0.00,0.00,1.00,4.00,3.00,48.00,1970.00
0.00,1.00,0.00,4.00,3.00,62.90,1979.00
0.00,1.00,0.00,0.00,3.00,64.70,2000.00
0.00,0.00,1.00,4.00,2.00,45.00,2001.00
1.00,0.00,0.00,2.00,2.00,38.39,2021.00
1.00,0.00,0.00,2.00,2.00,61.00,2010.00
1.00,0.00,0.00,3.00,2.00,44.00,2020.00
1.00,0.00,0.00,0.00,2.00,34.78,2020.00
0.00,1.00,0.00,3.00,2.00,32.50,2022.00
1.00,0.00,0.00,3.00,2.00,60.07,2009.00
0.00,0.00,1.00,4.00,4.00,86.00,1984.00
1.00,0.00,0.00,4.00,2.00,34.45,2022.00
1.00,0.00,0.00,5.00,3.00,75.86,2021.00
1.00,0.00,0.00,2.00,2.00,43.91,1910.00
1.00,0.00,0.00,6.00,2.00,46.70,2021.00
1.00,0.00,0.00,3.00,2.00,41.21,1920.00
0.00,0.00,1.00,4.00,5.00,145.00,2007.00
0.00,0.00,1.00,0.00,4.00,68.00,1961.00
0.00,1.00,0.00,7.00,2.00,35.00,1965.00
0.00,1.00,0.00,10.00,2.00,38.10,1975.00
1.00,0.00,0.00,1.00,1.00,24.00,1980.00
0.00,0.00,1.00,3.00,3.00,83.20,1997.00
1.00,0.00,0.00,3.00,5.00,103.05,2020.00
0.00,0.00,1.00,5.00,4.00,66.10,2022.00
0.00,0.00,1.00,0.00,3.00,62.67,2021.00
0.00,0.00,1.00,2.00,2.00,57.35,1938.00
0.00,1.00,0.00,1.00,2.00,34.99,2021.00
0.00,0.00,1.00,3.00,2.00,45.40,2002.00
0.00,0.00,1.00,9.00,4.00,71.00,1980.00
0.00,0.00,1.00,4.00,4.00,77.00,2019.00
0.00,0.00,1.00,2.00,2.00,30.00,1974.00
0.00,1.00,0.00,3.00,5.00,127.00,1922.00
0.00,0.00,1.00,6.00,1.00,25.00,1970.00
1.00,0.00,0.00,2.00,4.00,65.45,2022.00
0.00,0.00,1.00,0.00,4.00,136.96,2013.00
0.00,1.00,0.00,1.00,4.00,91.88,2022.00
0.00,1.00,0.00,2.00,4.00,82.61,2020.00
0.00,1.00,0.00,3.00,3.00,62.53,2022.00
1.00,0.00,0.00,0.00,2.00,46.60,1960.00
1.00,0.00,0.00,3.00,1.00,35.88,2022.00
0.00,1.00,0.00,5.00,3.00,101.93,2020.00
0.00,0.00,1.00,10.00,3.00,57.00,1979.00
0.00,0.00,1.00,6.00,2.00,44.00,2020.00
0.00,0.00,1.00,0.00,5.00,337.00,2019.00
1.00,0.00,0.00,4.00,2.00,36.01,2020.00
0.00,0.00,1.00,8.00,1.00,38.60,2022.00
1.00,0.00,0.00,1.00,1.00,26.15,2021.00
1.00,0.00,0.00,1.00,4.00,72.93,2022.00
0.00,1.00,0.00,1.00,3.00,54.30,1920.00
0.00,1.00,0.00,1.00,2.00,32.90,2022.00
0.00,1.00,0.00,2.00,2.00,39.87,2022.00
0.00,0.00,1.00,8.00,2.00,36.70,2021.00
0.00,0.00,1.00,1.00,1.00,27.90,1960.00
0.00,0.00,1.00,1.00,3.00,57.21,2020.00
1.00,0.00,0.00,0.00,2.00,41.05,2021.00
0.00,0.00,1.00,8.00,2.00,47.75,2021.00
0.00,0.00,1.00,1.00,2.00,54.40,2007.00
0.00,1.00,0.00,2.00,2.00,59.30,1920.00
0.00,1.00,0.00,0.00,1.00,26.00,2021.00
1.00,0.00,0.00,1.00,2.00,32.00,2017.00
0.00,1.00,0.00,4.00,2.00,49.98,1905.00
1.00,0.00,0.00,6.00,2.00,44.42,2021.00
1.00,0.00,0.00,1.00,3.00,47.00,2020.00
0.00,0.00,1.00,3.00,3.00,66.00,2006.00
1.00,0.00,0.00,4.00,1.00,27.41,2021.00
1.00,0.00,0.00,0.00,3.00,43.56,1910.00
1.00,0.00,0.00,4.00,4.00,48.00,1978.00
1.00,0.00,0.00,9.00,3.00,47.99,2020.00
0.00,0.00,1.00,3.00,2.00,37.00,1952.00
1.00,0.00,0.00,4.00,3.00,57.23,2013.00
0.00,0.00,1.00,0.00,4.00,168.00,2021.00
0.00,0.00,1.00,4.00,1.00,30.00,2018.00
1.00,0.00,0.00,4.00,3.00,70.00,2020.00
0.00,0.00,1.00,1.00,3.00,63.04,2022.00
0.00,0.00,1.00,0.00,3.00,65.00,2006.00
0.00,1.00,0.00,0.00,2.00,47.00,2020.00
0.00,0.00,1.00,4.00,3.00,60.00,2010.00
0.00,0.00,1.00,4.00,2.00,44.61,2022.00
0.00,1.00,0.00,2.00,3.00,68.40,2021.00
1.00,0.00,0.00,1.00,3.00,59.50,1978.00
1.00,0.00,0.00,0.00,3.00,53.00,2021.00
0.00,0.00,1.00,10.00,2.00,44.00,2002.00
0.00,0.00,1.00,0.00,1.00,27.25,1970.00
0.00,0.00,1.00,6.00,4.00,93.56,2022.00
0.00,1.00,0.00,2.00,3.00,42.25,2020.00
0.00,0.00,1.00,2.00,3.00,50.00,1981.00
0.00,1.00,0.00,3.00,3.00,64.55,2020.00
0.00,1.00,0.00,4.00,5.00,109.75,2022.00
1.00,0.00,0.00,1.00,1.00,37.00,1912.00
0.00,0.00,1.00,2.00,2.00,48.98,2015.00
1.00,0.00,0.00,10.00,3.00,53.00,2020.00
0.00,1.00,0.00,2.00,3.00,77.67,2021.00
1.00,0.00,0.00,5.00,2.00,42.22,2023.00
0.00,0.00,1.00,5.00,4.00,76.30,2020.00
1.00,0.00,0.00,0.00,2.00,56.20,2020.00
1.00,0.00,0.00,2.00,1.00,13.44,2021.00
1.00,0.00,0.00,3.00,2.00,39.96,2021.00
0.00,0.00,1.00,0.00,2.00,46.50,2022.00
1.00,0.00,0.00,7.00,2.00,52.29,2009.00
1.00,0.00,0.00,2.00,2.00,45.00,2019.00
0.00,0.00,1.00,2.00,2.00,60.00,2017.00
0.00,1.00,0.00,5.00,2.00,38.00,2008.00
0.00,0.00,1.00,1.00,2.00,37.46,2021.00
0.00,0.00,1.00,3.00,2.00,34.00,1962.00
1.00,0.00,0.00,0.00,1.00,32.95,2020.00
0.00,0.00,1.00,6.00,3.00,61.46,2022.00
0.00,0.00,1.00,1.00,3.00,61.00,1966.00
1.00,0.00,0.00,8.00,3.00,60.61,2020.00
1.00,0.00,0.00,2.00,3.00,59.59,2021.00
0.00,1.00,0.00,7.00,4.00,119.48,2022.00
0.00,0.00,1.00,1.00,2.00,41.70,1984.00
0.00,0.00,1.00,2.00,2.00,38.26,1965.00
1.00,0.00,0.00,4.00,2.00,47.00,2015.00
1.00,0.00,0.00,4.00,2.00,53.50,2014.00
1.00,0.00,0.00,2.00,3.00,51.18,1970.00
0.00,0.00,1.00,5.00,3.00,53.50,1975.00
0.00,1.00,0.00,3.00,4.00,82.61,2020.00
1.00,0.00,0.00,0.00,2.00,54.70,2021.00
0.00,0.00,1.00,6.00,3.00,58.20,2013.00
1.00,0.00,0.00,3.00,3.00,68.00,1930.00
0.00,1.00,0.00,1.00,3.00,51.31,2020.00
0.00,0.00,1.00,0.00,3.00,67.20,2018.00
0.00,0.00,1.00,1.00,2.00,52.93,2022.00
0.00,0.00,1.00,5.00,1.00,32.08,2022.00
0.00,0.00,1.00,6.00,3.00,71.50,2011.00
0.00,1.00,0.00,4.00,3.00,83.98,2020.00
1.00,0.00,0.00,4.00,2.00,40.00,2022.00
0.00,0.00,1.00,0.00,2.00,45.00,1999.00
0.00,0.00,1.00,8.00,3.00,62.00,1978.00
0.00,0.00,1.00,2.00,3.00,44.63,2022.00
0.00,1.00,0.00,0.00,4.00,76.00,2020.00
1.00,0.00,0.00,0.00,3.00,87.70,2022.00
1.00,0.00,0.00,5.00,2.00,45.00,2020.00
0.00,1.00,0.00,2.00,3.00,58.60,2020.00
1.00,0.00,0.00,9.00,4.00,83.27,2021.00
1.00,0.00,0.00,3.00,3.00,59.82,2022.00
0.00,0.00,1.00,6.00,2.00,41.00,1970.00
0.00,1.00,0.00,2.00,2.00,38.48,2020.00
0.00,1.00,0.00,0.00,4.00,97.00,2020.00
0.00,0.00,1.00,4.00,2.00,55.00,2014.00
0.00,0.00,1.00,0.00,1.00,29.95,1895.00
0.00,1.00,0.00,0.00,3.00,60.25,2021.00
0.00,0.00,1.00,4.00,4.00,154.00,2015.00
1.00,0.00,0.00,4.00,3.00,69.67,2021.00
0.00,1.00,0.00,1.00,1.00,50.00,2009.00
1.00,0.00,0.00,2.00,3.00,63.00,2010.00
1.00,0.00,0.00,2.00,3.00,53.12,2021.00
1.00,0.00,0.00,1.00,1.00,30.62,2021.00
0.00,1.00,0.00,0.00,3.00,64.67,2020.00
0.00,0.00,1.00,10.00,2.00,38.80,1968.00
0.00,0.00,1.00,1.00,2.00,53.00,1985.00
0.00,1.00,0.00,5.00,2.00,45.03,2022.00
0.00,0.00,1.00,5.00,3.00,68.56,2020.00
0.00,0.00,1.00,3.00,2.00,39.40,2021.00
1.00,0.00,0.00,0.00,3.00,62.09,2021.00
0.00,1.00,0.00,3.00,2.00,36.50,2020.00
0.00,1.00,0.00,1.00,3.00,64.00,80.00
1.00,0.00,0.00,2.00,3.00,51.18,1970.00
0.00,0.00,1.00,2.00,2.00,49.00,1950.00
1.00,0.00,0.00,4.00,2.00,46.29,2016.00
0.00,0.00,1.00,2.00,2.00,40.00,2020.00
0.00,0.00,1.00,4.00,2.00,47.00,2020.00
1.00,0.00,0.00,2.00,2.00,36.60,1965.00
0.00,0.00,1.00,1.00,4.00,96.20,2006.00
0.00,0.00,1.00,3.00,2.00,54.00,2000.00
0.00,0.00,1.00,0.00,4.00,77.29,2020.00
1.00,0.00,0.00,0.00,2.00,39.00,1980.00
0.00,0.00,1.00,4.00,2.00,46.10,1966.00
